id,description,category,standard,active
741.88.1.2.32,ECOCARDIOGRAMA MODO M Y BIDIMENSIONAL,Trasplante Renal,PDSS 10.0,1
743.88.1.2.40,ULTRASONOGRAFIA DIAGNOSTICA DE TORAX: PERICARDIO O PLEURA +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
744.88.1.3.02,ULTRASONOGRAFIA DE ABDOMEN TOTAL HIGADO PANCREAS VESICULA VIAS BILIARES RIÑONES BAZO GRANDES VASOS PELVIS Y FLANCOS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
745.88.1.3.05,"ULTRASONOGRAFÍA DE ABDOMEN SUPERIOR: HIGADO, PÁNCREAS, VIAS BILIARES, RIÑONES, BAZO Y GRANDES VASOS +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
747.88.1.3.31,"ULTRASONOGRAFIA DE RIÑONES, BAZO, AORTA O ADRENALES +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
749.88.1.3.32,ULTRASONOGRAFIA DE VIAS URINARIAS RIÑONES VEJIGA Y PROSTATA TRANSABDOMINAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
751.88.1.4.32,ULTRASONOGRAFIA OBSTETRICA TRANS VAGINAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
753.88.1.4.31,ULTRASONOGRAFÍA OBSTETRICA TRANSABDOMINAL §,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
757.45.2.1.00,ENDOSCOPIA TRANSABDOMINAL DE INTESTINO GRUESO SOD,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
760.56.3.5.20,ENDOSCOPIA (CISTOSCOPIA) DEL CONDUCTO COLONICO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
761.56.3.5.10,ENDOSCOPIA (CISTOSCOPIA) DEL CONDUCTO ILEAL,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
762.89.1.4.01,ELECTROENCEFALOGRAMA CONVENCIONAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
763.89.3.7.00,ESPIROMETRIA SOD +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
764.89.5.0.01,ELECTROCARDIOGRAFIA DINAMICA (HOLTER) +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
765.89.5.2.01,ELECTROCARDIOGRAMA DE ALTA RESOLUCION ESTUDIO DE POTENCIALES TARDIOS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
766.89.6.1.00,MONITOREO DE PRESION ARTERIAL SISTEMICA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
767.89.7.0.11,MONITORIA FETAL ANTEPARTO,Partos,PDSS 10.0,1
768.89.7.0.12,MONITORIA FETAL INTRAPARTO,Partos,PDSS 10.0,1
769.87.9.2.01,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, POR CADA NIVEL (TRES ESPACIOS) +",Hospitalización,PDSS 10.0,1
770.87.9.1.50,TOMOGRAFIA AXIAL COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL) +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
772.87.9.4.10,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN SUPERIOR,Hospitalización,PDSS 10.0,1
773.87.9.3.01,TOMOGRAFIA AXIAL COMPUTADA DE TORAX,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
774.87.1.4.03,TOMOGRAFIA DE MEDIASTINO Y TRAQUEA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
784.88.3.1.01,RESONANCIA NUCLEAR MAGNETICA DE CEREBRO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
788.87.9.4.60,TOMOGRAFIA AXIAL COMPUTADA DE PELVIS,Hospitalización,PDSS 10.0,1
789.87.1.4.10,TOMOGRAFIA AXIAL COMPUTARIZADA DE TORAX AP,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
796.87.9.4.20,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN Y PELVIS (ABD OMEN TOTAL),Hospitalización,PDSS 10.0,1
797.87.9.1.61,TOMOGRAFIA AXIAL COMPUTADA DE CUELLO (TEJIDOS BLANDOS) +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
798.87.9.1.11,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE,Hospitalización,PDSS 10.0,1
802.88.3.2.30,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
803.71.1.1.30,BIOPSIA ESCISION GLANDULA DE BARTHOLIN,Hospitalización,PDSS 10.0,1
807.63.0.1.00,BIOPSIA DE EPIDIDIMO SOD,Cirugía,PDSS 10.0,1
808.61.1.1.01,BIOPSIA DE ESCROTO,Hospitalización,PDSS 10.0,1
809.83.2.1.00,"BIOPSIA DE TEJIDO BLANDO: MUSCULOS, TENDON, FASCIA Y BURSA (INCLUYENDO MANO) SOD",Cirugía,PDSS 10.0,1
811.51.1.3.00,BIOPSIA ABIERTA DE VESICULA BILIAR O VIAS BILIARES SOD,Hospitalización,PDSS 10.0,1
814.41.3.2.02,BIOPSIA ABIERTA DE BAZO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
816.67.1.2.00,BIOPSIA DE CUELLO UTERINO (CERVIX) SOD +,Hospitalización,PDSS 10.0,1
817.42.2.5.00,BIOPSIA ABIERTA DE ESOFAGO,Cirugía,PDSS 10.0,1
825.27.2.3.02,BIOPSIA ESCISIONAL DE LABIO,Hospitalización,PDSS 10.0,1
828.27.2.3.01,BIOPSIA INCISIONAL DE LABIO,Cirugía,PDSS 10.0,1
830.27.2.1.02,BIOPSIA INCISIONAL DE PALADAR,Hospitalización,PDSS 10.0,1
832.26.1.1.00,BIOPSIA CERRADA [PUNCION] [ASPIRACION CON AGUJA FINA] DE GLANDULA O CONDUCTO SALIVAL SOD,Cirugía,PDSS 10.0,1
835.45.1.5.00,BIOPSIA ABIERTA DE INTESTINO DELGADO SOD,Hospitalización,PDSS 10.0,1
840.85.1.2.00,BIOPSIA ABIERTA DE MAMA SOD,Cirugía,PDSS 10.0,1
842.21.2.2.00,BIOPSIA ENDOSCOPICA INTRANASAL SOD,Hospitalización,PDSS 10.0,1
843.65.1.2.00,BIOPSIA EN OVARIO SOD +,Cirugía,PDSS 10.0,1
850.60.1.1.02,BIOPSIA CERRADA [PERCUTANEA] [CON AGUJA] DE PRÓSTATA POR ABORDAJE PERINEAL,Hospitalización,PDSS 10.0,1
851.60.1.1.01,BIOPSIA CERRADA PERCUTANEA CON AGUJA DE PROSTATA POR ABORDAJE TRANSRECTAL SONODIRIGIDA,Cirugía,PDSS 10.0,1
853.55.2.3.10,BIOPSIA CON AGUJA [PERCUTANEA] O TROCAR DE RIÑON +,Hospitalización,PDSS 10.0,1
854.34.2.4.01,BIOPSIA DE PLEURA CON AGUJA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
855.22.1.1.00,BIOPSIA CERRADA [ENDOSCOPICA] [PUNCION CON AGUJA] DE PARED SENO PARANASAL SOD,Hospitalización,PDSS 10.0,1
856.31.4.4.00,BIOPSIA CERRADA DE TRAQUEA [ENDOSCOPICA] SOD,Cirugía,PDSS 10.0,1
857.56.3.3.00,BIOPSIA CERRADA [ENDOSCOPICA] DE URETER ANTEROGRADA,Hospitalización,PDSS 10.0,1
860.01.1.3.01,BIOPSIA CERRADA [PERCUTANEA] [AGUJA] DE CEREBRO +,Cirugía,PDSS 10.0,1
863.50.1.2.00,BIOPSIA ABIERTA DE HIGADO SOD,Hospitalización,PDSS 10.0,1
864.50.1.1.00,BIOPSIA CERRADA PERCU TANEA [AGUJA] DE HIGADO SOD,Cirugía,PDSS 10.0,1
865.85.1.1.02,BIOPSIA DE MAMA CON AGUJA TRU -CUT,Hospitalización,PDSS 10.0,1
868.52.1.2.00,BIOPSIA ABIERTA DE PÁNCREAS SOD,Cirugía,PDSS 10.0,1
873.62.1.2.00,BIOPSIA ABIERTA DE TESTICULO SOD,Hospitalización,PDSS 10.0,1
876.06.1.2.00,BIOPSIA ABIERTA DE GLANDULA TIROIDES SOD,Cirugía,PDSS 10.0,1
877.67.1.2.01,BIOPSIA EN SACABOCADO DE CUELLO UTERINO (EXOCERVIX) +,Hospitalización,PDSS 10.0,1
880.57.3.5.00,BIOPSIA DE TEJIDO PERIVESICAL (SOD),Cirugía,PDSS 10.0,1
881.58.2.3.01,BIOPSIA DE URETRA VIA ABIERTA,Hospitalización,PDSS 10.0,1
882.58.2.4.01,BIOPSIA DE TEJIDO PERIURETRAL VIA ABIERTA,Cirugía,PDSS 10.0,1
883.56.3.4.00,BIOPSIA ABIERTA DE URETER SOD,Hospitalización,PDSS 10.0,1
884.44.1.5.00,BIOPSIA ABIERTA DEL ESTOMAGO SOD,Cirugía,PDSS 10.0,1
885.44.1.4.00,BIOPSIA CERRADA DE ESTOMAGO,Hospitalización,PDSS 10.0,1
893.85.1.1.01,BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA,Cirugía,PDSS 10.0,1
896.60.1.2.00,BIOPSIA DE PROSTATA VIA ABIERTA,Hospitalización,PDSS 10.0,1
900.33.2.7.00,BIOPSIA CERRADA [ENDOSCOPICA] [TORACOSCOPIA] DE PULMON SOD +,Cirugía,PDSS 10.0,1
905.83.3.0.01,"RESECCION DE TUMOR BENIGNO DE FASCIA, MUSCULO, TENDON O SINOVIAL",Hospitalización,PDSS 10.0,1
908.57.3.3.01,BIOPSIA UNICA O SIMPLE DE VEJIGA POR CISTOSCOPIA +,Cirugía,PDSS 10.0,1
910.89.8.1.01,ESTUDIO DE COLORACION BASICA EN BIOPSIA,Hospitalización,PDSS 10.0,1
913.89.8.0.01,ESTUDIO DE COLORACIÓN BASICA EN CITOLOGIA VAGINAL TUMORAL Y/O FUNCIONAL,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
917.89.2.9.01,TOMA NO QUIRURGICA DE MUESTRA O TEJIDO VAGINAL PARA ESTUDIO CITOLOGICO (CCV) +,Prevención y Promoción,PDSS 10.0,1
919.65.9.1.20,ASPIRACION FOLICULAR DE OVARIO POR LAPAROSCOPIA +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
921.83.9.4.00,ASPIRACION DE BURSA SOD,Hospitalización,PDSS 10.0,1
922.63.9.1.00,ASPIRACION DE ESPERMATOCELE SOD,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
923.86.1.1.02,ESTUDIO DE DRENAJE DE COLECCION PROFUNDA EN PIEL Y/O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION ,Cirugía,PDSS 10.0,1
929.62.9.1.00,ESTUDIO DE ASPIRACION DE TESTICULO ,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
934.50.9.1.00,ESTUDIO DE ASPIRACION PERCUTANEA DE HIGADO ,Hospitalización,PDSS 10.0,1
935.60.9.1.00,ESTUDIO DE ASPIRACION PERCUTANEA DE PROSTATA ,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
936.57.1.1.10,ESTUDIO DE ASPIRACION PERCUTANEA DE VEJIGA,Hospitalización,PDSS 10.0,1
938.91.2.0.20,TRANSFUSION DE EXPANSOR SANGUINEO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
939.91.2.0.10,EXANGUINO TRANSFUSION,Hospitalización,PDSS 10.0,1
940.91.2.0.05,TRANSFUSION DE LA UNIDAD DE PLASMA FRESCO CONGELADO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
941.91.2.0.02,TRANSFUSION DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
942.91.2.0.03,APLICACION DE LA UNIDAD DE PLAQUETAS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
943.91.2.0.04,APLICACION DE LA UNIDAD DE SANGRE TOTAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
1039.99.3.1.22,"VACUNACION COMBINADA CONTRA DIFTERIA,TETANOS Y TOS FERINA (DPT)",Prevención y Promoción,PDSS 10.0,1
1040.0,VACUNA DIFTERIA TETANO,Prevención y Promoción,PDSS 10.0,1
1041.99.3.5.03,VACUNACION CONTRA HEPATITIS B,Prevención y Promoción,PDSS 10.0,1
1042.99.3.5.01,VACUNACION CONTRA POLIOMIELITIS (VOP O IVP),Prevención y Promoción,PDSS 10.0,1
1046.0,ANTIHEMOPHILUS,Prevención y Promoción,PDSS 10.0,1
1047.99.3.5.10,VACUNACION CONTRA INFLUENZA +,Prevención y Promoción,PDSS 10.0,1
2466.0,CONSULTA MEDICINA GENERAL,Atención Ambulatoria,PDSS 10.0,1
2467.0,CONSULTA MEDICINA ESPECIALIZADA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2468.0,CONSULTA ODONTOLOGICA GENERAL,Servicios Odontológicos,PDSS 10.0,1
2469.0,CONSULTA ODONTOLOGICA ESPECIALIZADA,Servicios Odontológicos,PDSS 10.0,1
2470.0,CONSULTA ODONTOLOGICA EMERGENCIA Y/O URGENCIAS,Servicios Odontológicos,PDSS 10.0,1
2471.0,CONSULTA REHABILITACION,Rehabilitación,PDSS 10.0,1
2472.0,CONSULTA PSIQUIATRICA,Atención Ambulatoria,PDSS 10.0,1
2473.0,CONSULTA PSICOLOGICA CLINICA,Prevención y Promoción,PDSS 10.0,1
2474.0,INTERCONSULTA,Trasplante Renal,PDSS 10.0,1
2475.0,CONSULTA MEDICA QUIRURGICA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2477.0,HONORARIOS MEDICOS AYUDANTE QUIRURGICO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2478.0,CONSULTA EN EMERGENCIA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2479.0,HABITACION PRIVADA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2480.0,HABITACION SEMI-PRIVADA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2481.0,HABITACION SUITE,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2482.0,SALA COMUN,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2483.0,SALA CUIDADO INTENSIVO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2484.0,SALA DE CIRUGIA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2486.0,SALA DE CIRUGIA MENOR,Hospitalización,PDSS 10.0,1
2488.0,SALA DE PARTOS,Partos,PDSS 10.0,1
2489.0,SALA DE RECUPERACION,Partos,PDSS 10.0,1
2491.0,SALA DE LEGRADO,Hospitalización,PDSS 10.0,1
2492.0,SALA DE RECIEN NACIDO,Hospitalización,PDSS 10.0,1
2495.0,BANDEJA DE CURA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2496.0,BOMBA DE INFUSION,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2497.0,BRAZO EN C,Cirugía,PDSS 10.0,1
2498.0,CAUTERIZADOR,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2499.0,CUIDADO INTENSIVO CARDIOVASCULAR,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2500.0,CONSULTAS EN HOSPITALIZACION 1ER DIA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2501.0,CONSULTAS EN HOSPITALIZACION (2DO DIA),Hospitalización,PDSS 10.0,1
2502.0,CONSULTAS EN HOSPITALIZACION 3ER DIA EN ADELANTE,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2503.0,CUIDADO INTENSIVO NEONATAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2504.0,CUIDADOS INTENSIVOS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2506.0,HONORARIOS DIARIOS EN CUIDADOS INTENSIVOS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2507.0,INCUBADORA POR DIA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2509.0,MONITOR CARDIACO,Partos,PDSS 10.0,1
2510.0,MONITOR DE INTENSIVOS Y/O QUIROFANO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2511.0,MONITOR DE PRESION (24 HORAS) MAPA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2512.0,MONITOR DE PRESION (CIRUGIA),Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2514.0,NEBULIZADOR,Emergencia,PDSS 10.0,1
2515.0,OXIGENO TANQUE,Trasplante Renal,PDSS 10.0,1
2516.0,OXIMETRO,Partos,PDSS 10.0,1
2517.0,OXIMETRO EN INTENSIVO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2518.0,RECIBIMIENTO DEL BEBE POR PARTO NORMAL O CESAREA,Partos,PDSS 10.0,1
2519.0,RESUCITADOR,Partos,PDSS 10.0,1
2520.0,SUCCIONADOR,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2521.0,USO DE LAPAROSCOPIO,Hospitalización,PDSS 10.0,1
2522.0,USO DE CITOSCOPIO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2523.0,VENTILADOR DE CIRUGIA,Cirugía,PDSS 10.0,1
2524.0,"YESO, ( POSTURA SOLAMENTE )",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2526.0,DESFIBRILADOR,Hospitalización,PDSS 10.0,1
2528.0,ELECTRO ESTIMULACION,Rehabilitación,PDSS 10.0,1
2529.0,REHABILITACION DE MIEMBRO INFERIORES,Hospitalización,PDSS 10.0,1
2530.0,REHABILITACION DE MIEMBRO SUPERIORES,Rehabilitación,PDSS 10.0,1
2531.0,REHABILITACION DE TRONCO,Rehabilitación,PDSS 10.0,1
2532.0,MULETAS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2533.0,ANDADORES,Hospitalización,PDSS 10.0,1
2534.0,BASTONES,Rehabilitación,PDSS 10.0,1
2535.0,FERULAS,Rehabilitación,PDSS 10.0,1
2537.0,PROTESIS DE PIE PARA SEGMENTO AMPUTADO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2538.0,PROTESIS TIBIAL PARA AMPUTADA TRAS TIBIAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2539.0,PROTESIS FEMORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2543.0,TOXOIDE TETANICO,Trasplante Renal,PDSS 10.0,1
2544.36.3.2.00,REINTERVENCION DE REVASCULARIZACIÓN CARDIACA (DERIVACION O PUENTES CORONARIOS) SOD+,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2545.36.0.1.01,"ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA, UNO O DOS VASOS",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2548.39.9.5.01,HEMODIALISIS ESTANDAR CON BICARBONATO,Hospitalización,PDSS 10.0,1
2549.54.9.8.01,DIALISIS PERITONEAL MANUAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2552.81.5.4.03,REEMPLAZO TOTAL DE RODILLA UNICOMPARTIMENTAL (HEMIARTICULACION),Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2553.81.8.0.10,REEMPLAZO PROTESICO PRIMARIO TOTAL DE HOMBRO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2554.81.0.8.12,ARTRODESIS POSTEROLATERAL INTERCORPORAL (PLIF) DE COLUMNA VERTEBRAL CON INSTRUMENTACION,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2556.S1.2.1.01,INTERNACION EN UNIDAD DE CUIDADOS INTENSIVOS NEONATAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2559.92.2.4.17,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑOTORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO I)",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2560.99.2.5.04,POLIQUIMIOTERAPIA DE BAJO RIESGO CICLO DE TRATAMIENTO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2561.0,MEDICAMENTOS,Servicios Odontológicos,PDSS 10.0,1
2563.0,USO DE ENDOSCOPIO,Emergencia,PDSS 10.0,1
2564.0,HONORARIOS MEDICO ANESTESIOLOGO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2565.0,HONORARIOS MEDICOS QUIRURGICO,Cirugía,PDSS 10.0,1
2567.0,LABORATORIOS,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
2568.0,ANESTESIA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2569.0,HONORARIOS MEDICO ESPECIALISTA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2570.90.3.8.02,ACIDO URICO EN ORINA DE 24 H,Hospitalización,PDSS 10.0,1
2571.0,CONSULTA DE CONTROL O DE SEGUIMIENTO POR FISIOTERAPIA +,Rehabilitación,PDSS 10.0,1
2572.81.0.9.34,"REFUSION DE COLUMNA SACRA, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO E INSTRUMENTACION",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2573.81.0.9.11,"REFUSION DE COLUMNA TORACICA, VIA ANTERIOR, CON INJERTO +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2574.81.0.9.22,"REFUSION DE COLUMNA LUMBAR, VIA ANTERIOR, CON INJERTO E INSTRUMENTACION",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2575.81.0.9.21,"REFUSION DE COLUMNA LUMBAR, VIA ANTERIOR, CON INJERTO +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2576.81.0.9.24,"REFUSION DE COLUMNA LUMBAR, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO E INSTRUMENTACION",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2577.81.0.9.23,"REFUSION DE COLUMNA LUMBAR, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2578.81.0.9.32,"REFUSION DE COLUMNA SACRA, VIA ANTERIOR, CON INJERTO E INSTRUMENTACION",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2579.81.0.9.31,"REFUSION DE COLUMNA SACRA, VIA ANTERIOR, CON INJERTO +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2580.81.0.9.33,"REFUSION DE COLUMNA SACRA, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2581.81.0.9.12,"REFUSION DE COLUMNA TORACICA, VIA ANTERIOR, CON INJERTO E INSTRUMENTACION",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2582.81.0.9.13,"REFUSION DE COLUMNA TORACICA, VIA POSTERIOR O POSTEROTATERAL, CON INJERTO+",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2583.81.0.9.14,"REFUSION DE COLUMNA TORACICA, VIA POSTERIOR O POSTEROLATERAL, INJERTO E INSTRUMENTACION",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2584.88.1.3.01,ULTRASONOGRAFIA DIAGNOSTICA DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y DE PELVIS +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2585.88.1.6.02,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2586.88.1.6.01,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2587.81.5.2.00,REEMPLAZO PARCIAL DE CADERA SOD,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2588.81.5.1.02,REEMPLAZO PROTÉSICO TOTAL CON ARTRODESIS DE CADERA +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2589.92.2.4.23,"TELERADIOTERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIG",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2590.90.2.0.47,TIEMPO DE SANGRIA ESTANDARIZADO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2591.90.3.4.37,"TROPONINA I, CUANTITATIVA §",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2592.90.3.8.20,CREATIN QUINASA [FRACCION MB] POR MÉTODO INMUNOLOGICO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2593.90.4.1.09,PROLACTINA [MEZCLA DE TRES MUESTRAS],Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2594.90.4.7.05,INSULINA LIBRE,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2595.90.6.1.30,"Toxoplasma gondii, ANTICUERPOS Ig M POR IFI §",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
2596.90.6.4.08,"CARDIOLIPINA, ANTICUERPOS Ig G POR EIA +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
