id,description,category,standard,active
5117.86.2.3.05,DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS ENTRE EL 20% AL 30% DE SUPERFICIE CORPORAL EN AREA GENERAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5118.86.2.3.06,DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS ENTRE EL 30% AL 50% DE SUPERFICIE CORPORAL EN AREA GENERAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5119.86.2.3.03,"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS HASTA EL 10% DE SUPERFICIE CORPORAL, EN AREA GENERAL +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5121.86.2.2.07,"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL DE MAS DEL 50% DE SUPERFICIE CORPORAL, EN AREA GENERAL +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5122.86.2.2.02,DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL EN AREA ESPECIAL DE MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5123.86.2.2.01,DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL EN AREA ESPECIAL DE MENOS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5124.86.2.2.04,"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL, EN AREA GENERAL +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5125.86.2.2.05,"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL ENTRE EL 20% AL 30% DE SUPERFICIE CORPORAL, EN AREA GENERAL +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5126.86.2.2.06,"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL ENTRE EL 30% AL 50% DE SUPERFICIE CORPORAL, EN AREA GENERAL +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5127.86.2.2.03,"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL HASTA EL 10% DE SUPERFICIE CORPORAL, EN AREA GENERAL +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5129.86.2.8.03,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5130.86.2.8.04,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 20% AL 30% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5131.86.2.8.05,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 30% AL 40% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5132.86.2.8.06,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 40% AL 50% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5133.86.2.8.02,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 5% AL 10% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5134.86.2.8.01,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO HASTA EL 5% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5135.86.2.8.07,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO MAYOR DEL 50% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5137.80.8.0.22,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION DE CODO POR ARTROSCOPIA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5138.80.8.0.21,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION DE CODO VIA ABIERTA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5139.80.8.0.12,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION DE HOMBRO POR ARTROSCOPIA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5140.80.8.0.11,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION DE HOMBRO VIA ABIERTA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5141.80.8.0.81,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION DE PIE Y/O ARTEJOS VIA ABIERTA +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5142.80.8.0.42,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION EN MANO Y/O DEDOS POR ARTROSCOPIA +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5143.80.8.0.41,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACION EN MANO Y/O DEDOS VIA ABIERTA +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5144.80.8.0.61,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE RODILLA VIA ABIERTA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5145.80.8.0.72,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE TOBILLO POR ARTROSCOPIA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5146.80.8.0.71,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE TOBILLO VIA ABIERTA",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5160.04.4.3.00,DESCOMPRESION DE NERVIO EN TUNEL DEL CARPO SOD §,Cirugía,PDSS 10.0,1
5186.04.4.2.01,"DESCOMPRESION INTRACANALICULAR DE NERVIO OPTICO, POR CRANEOTOMIA",Cirugía,PDSS 10.0,1
5216.99.7.3.00,DETARTRAJE SUPRAGINGIVAL SOD +,Servicios Odontológicos,PDSS 10.0,1
5237.54.9.8.02,DIALISIS PERITONEAL AUTOMATIZADA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5238.54.9.8.00,DIALISIS PERITONEAL SOD §,Cirugía,PDSS 10.0,1
5249.57.9.2.00,DILATACION DE CUELLO VESICAL SOD,Cirugía,PDSS 10.0,1
5257.31.9.2.00,DILATACION DE LA TRAQUEA SOD §,Cirugía,PDSS 10.0,1
5267.58.6.3.00,DILATACION DE URETRA POR SONDEO SOD,Cirugía,PDSS 10.0,1
5284.31.9.2.01,DILATACION ENDOSCOPICA DE LA TRAQUEA,Cirugía,PDSS 10.0,1
5300.67.0.1.00,DILATACION Y CURETAJE DE MUÑON CERVICAL ,Cirugía,PDSS 10.0,1
5313.87.5.4.12,DISCOGRAFIA CERVICAL (DOS O MAS DISCOS),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5314.87.5.4.11,DISCOGRAFIA CERVICAL (UN DISCO),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5315.87.5.4.31,DISCOGRAFIA DE SEGMENTO LUMBAR (UN DISCO),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5316.87.5.4.32,DISCOGRAFIA DE SEGMENTO LUMBAR DOS O MAS DISCO,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5317.87.5.4.42,DISCOGRAFIA LUMBOSACRA DOS O MAS DISCOS,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5318.87.5.4.41,DISCOGRAFIA LUMBOSACRA UN DISCO,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5319.87.5.4.22,DISCOGRAFIA SEGMENTO TORACICO (DOS O MAS DISCOS),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5320.87.5.4.21,DISCOGRAFIA SEGMENTO TORACICO (UN DISCO),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5373.88.2.1.30,DOPPLER DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5376.88.2.3.30,DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5377.88.2.3.10,DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5379.88.2.2.20,DOPPLER DE VASOS RENALES,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5380.88.2.3.31,DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES,Trasplante Renal,PDSS 10.0,1
5381.88.2.3.11,DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5384.88.2.1.01,DOPPLER TRANSCRANEAL,Trasplante Renal,PDSS 10.0,1
5396.45.0.6.00,DRENAJE DE COLECCION DE DIVERTICULO ,Cirugía,PDSS 10.0,1
5398.42.0.1.00,DRENAJE DE COLECCION DE ESOFAGO POR ESOFAGOTOMIA ,Cirugía,PDSS 10.0,1
5403.18.0.1.00,DRENAJE DE COLECCION DE PABELLON AURICULAR SOD,Cirugía,PDSS 10.0,1
5410.11.1.2.00,DRENAJE DE COLECCION EN CORNEA SOD +,Cirugía,PDSS 10.0,1
5413.54.0.0.00,DRENAJE DE COLECCION EN PARED ABDOMINAL SOD +,Cirugía,PDSS 10.0,1
5422.54.0.0.01,DRENAJE DE COLECCION EXTRAPERITONEAL +,Cirugía,PDSS 10.0,1
5434.24.0.4.00,DRENAJE DE COLECCION PERIODONTAL (CERRADO CON ALISADO RADICULAR) SOD+,Servicios Odontológicos,PDSS 10.0,1
5441.48.8.1.01,DRENAJE DE COLECCION RECTAL,Cirugía,PDSS 10.0,1
5442.54.0.0.02,DRENAJE DE COLECCION RETROPERITONEAL +,Cirugía,PDSS 10.0,1
5451.01.3.1.05,DRENAJE DE ESPACIO SUBARACNOIDEO POR DERIVACION CISTO PERITONEAL,Cirugía,PDSS 10.0,1
5452.01.3.1.10,DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS,Cirugía,PDSS 10.0,1
5455.01.3.1.06,DRENAJE DE ESPACIO SUBDURAL POR DERIVACION SUBDURO PERITONEAL,Cirugía,PDSS 10.0,1
5456.01.3.1.04,DRENAJE DE ESPACIO SUBDURAL POR DRENAJE EXTERNO,Cirugía,PDSS 10.0,1
5462.21.1.3.01,DRENAJE DE LESION (COLECCION) EN PIRAMIDE NASAL +,Cirugía,PDSS 10.0,1
5470.01.7.2.09,DRENAJE DE QUISTE TUMORAL SUPRATENTORIAL,Cirugía,PDSS 10.0,1
5475.06.0.9.04,DRENAJE EN CUELLO (EXCEPTO AREA TIROIDEA) POR INCISION,Cirugía,PDSS 10.0,1
5477.09.0.1.00,DRENAJE EN GLANDULA LAGRIMAL SOD,Cirugía,PDSS 10.0,1
5495.28.0.2.00,DRENAJE TRANSORAL EN AMIGDALA Y ESTRUCTURAS PERIAMIGDALARES SOD,Cirugía,PDSS 10.0,1
5504.45.6.2.01,DUODENECTOMIA,Cirugía,PDSS 10.0,1
5533.88.2.1.11,"ECOGRAFIA DOPPLER DE VASOS DEL CUELLO (CAROTIDAS, VERTEBRALES, YUGULAR)",Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5541.95.1.3.21,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS OCULARES (ARTERIA Y VENA CENTRAL DE RETINA, ARTERIA OFTALMICA Y VASOS CILIARES) A COLOR",Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5554.88.1.2.36,ECOCARDIOGRAMA DE STRESS CON PRUEBA DE ESFUERZO O CON PRUEBA FARMACOLOGICA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5558.88.1.2.35,ECOCARDIOGRAMA TRANSESOFAGICO,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5611.89.1.4,ELECTROENCEFALOGRAMA,Trasplante Renal,PDSS 10.0,1
5614.93.0.8.01,ELECTROMIOGRAFIA CON ELECTRODO DE FIBRA UNICA,Rehabilitación,PDSS 10.0,1
5616.89.3.6.00,ELECTROMIOGRAFIA DE ESFINTER ANAL SOD,Rehabilitación,PDSS 10.0,1
5625.95.2.4.00,ELECTRONISTAGMOGRAFIA [ENG] O FOTOELECTRONISTAGMOGRAFIA SOD,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5629.95.2.1.00,ELECTRORRETINOGRAFIA SOD,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5639.95.4.6.01,EMISIONES OTOACUSTICAS +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
5721.93.8.3.01,ENTRENAMIENTO FUNCIONAL EN AUTOCUIDADO (ACTIVIDADES BASICAS COTIDIANAS)+,Rehabilitación,PDSS 10.0,1
5731.16.4.1.00,ENUCLEACION CON O SIN IMPLANTE PROTESICO ,Cirugía,PDSS 10.0,1
5755.78.2.2.11,EPIFISIODESIS ABIERTA DE CUBITO O RADIO,Cirugía,PDSS 10.0,1
5756.78.2.2.13,EPIFISIODESIS ABIERTA DE CUBITO Y RADIO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5757.78.2.7.11,EPIFISIODESIS ABIERTA DE FALANGES DE MANO (UNA O MAS),Cirugía,PDSS 10.0,1
5758.78.2.7.51,EPIFISIODESIS ABIERTA DE FALANGES DE PIE (UNA O MAS),Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5759.78.2.4.01,EPIFISIODESIS ABIERTA DE FEMUR,Cirugía,PDSS 10.0,1
5760.78.2.1.01,EPIFISIODESIS ABIERTA DE HUMERO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5761.78.2.3.11,EPIFISIODESIS ABIERTA DE METACARPIANOS,Cirugía,PDSS 10.0,1
5762.78.2.6.11,EPIFISIODESIS ABIERTA DE TARSIANOS O METATARSIANOS (UNA O MAS) +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5763.78.2.5.11,EPIFISIODESIS ABIERTA DE TIBIA O PERONE,Cirugía,PDSS 10.0,1
5764.78.2.5.13,EPIFISIODESIS ABIERTA DE TIBIA Y PERONE,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5770.78.2.3.21,EPIFISIODESIS PERCUTANEA DE METACARPIANOS,Cirugía,PDSS 10.0,1
5772.78.2.6.21,EPIFISIODESIS PERCUTANEA DE TARSIANOS O METATARSIANOS (UNA O MAS) +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5780.90.6.2.15,EPSTEIN BARR ANTICUERPOS IG M CAPSULA EB-VCA-M POR EIA,Trasplante Renal,PDSS 10.0,1
5786.83.1.9.05,ESCALENOTOMIA O SECCION DE ESCALENO ANTERIOR SIN RESECCION DE COSTILLA CERVICAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5787.79.8.1.06,ESCAPULOPEXIA [TRATAMIENTO DE LA LUXACION CONGENITA DE ESCAPULA ALADA],Cirugía,PDSS 10.0,1
5788.86.2.3.42,ESCARECTOMIA AVULSIVA ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5789.86.2.3.41,ESCARECTOMIA AVULSIVA ENTRE EL 5% AL 10% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5790.86.2.3.40,ESCARECTOMIA AVULSIVA HASTA EL 5% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5791.86.2.3.43,ESCARECTOMIA AVULSIVA MAYOR DEL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5792.86.2.3.50,ESCARECTOMIA CON FASCIOTOMIA EN EXTREMIDADES (POR QUEMADURA ELECTRICA),Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5793.86.2.3.30,ESCARECTOMIA TANGENCIAL TARDIA CON INJERTOS DE PIEL HASTA EL 5% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5794.86.2.3.33,ESCARECTOMIA TANGENCIAL TARDIA CON INSERTOS DE PIEL DE MAS DEL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5795.86.2.3.32,ESCARECTOMIA TANGENCIAL TARDIA CON INJERTOS DE PIEL ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5796.86.2.3.31,"ESCARECTOMIA TANGENCIAL TARDIA CON INJERTOS DE PIEL, ENTRE EL 5% AL 10% DE SUPERFICIE CORPORAL",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5797.86.2.3.27,ESCARECTOMIA TANGENCIAL TEMPRANA DE MAS DEL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5798.86.2.3.26,ESCARECTOMIA TANGENCIA TEMPRANA ENTRE EL 15% AL 20% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5799.86.2.3.25,ESCARECTOMIA TANGENCIAL TEMPRANA ENTRE EL 10% AL 15% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5800.86.2.3.24,ESCARECTOMIA TANGENCIAL TEMPRANA ENTRE EL 5% AL 10% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5801.86.2.3.23,ESCARECTOMIA TANGENCIAL TEMPRANA HASTA EL 5% DE SUPERFICIE CORPORAL,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5815.83.4.2.01,ESCISION DE APONEUROSIS Y/O VAINA DE TENDON,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
5860.24.3.1.00,ESCISION DE LESION DE ENCIA SOD §,Servicios Odontológicos,PDSS 10.0,1
5874.16.9.2.00,ESCISION DE LESION DE ORBITA SOD §,Cirugía,PDSS 10.0,1
5879.22.6.1.00,ESCISION DE LESION DE SENO MAXILAR CON ABORDAJE CADWELLLUC SOD,Cirugía,PDSS 10.0,1
5912.24.4.1.00,ESCISION DE LESION ODONTOGENICA SOD §,Servicios Odontológicos,PDSS 10.0,1
5929.86.3.5.01,"ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA, HASTA CINCO LESIONES",Cirugía,PDSS 10.0,1
5944.67.4.1.00,ESCISION DE MUÑON CERVICAL VIA VAGINAL O ABDOMINAL SOD,Cirugía,PDSS 10.0,1
5964.67.3.1.01,ESCISION DE POLIPO EN CUELLO UTERINO (CERVIX),Cirugía,PDSS 10.0,1
5965.67.3.1.10,ESCISION DE POLIPO PEDICULADO O SESIL EN CUELLO UTERINO (CERVIX),Cirugía,PDSS 10.0,1
5993.77.6.9.31,ESCISION DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA POSTERIOR O POSTEROLATERAL +,Cirugía,PDSS 10.0,1
6000.37.3.3.01,ESCISION DE TUMOR DEL CORAZON,Cirugía,PDSS 10.0,1
6080.08.2.0.00,ESCISION O ABLACION DE LESION O TEJIDO DE PARPADO SOD,Cirugía,PDSS 10.0,1
6093.32.2.8.00,ESCISION O ABLACION ENDOSCOPICA DE LESION O TEJIDO PULMONAR SOD,Cirugía,PDSS 10.0,1
6095.58.3.1.00,ESCISION O ABLACION ENDOSCOPICA DE LESION O TEJIDO URETRAL SOD §,Cirugía,PDSS 10.0,1
6096.86.3.6.90,ESCISION O ABLACION LOCAL DE LESION CUTANEA NCOC §,Cirugía,PDSS 10.0,1
6101.04.0.7.00,ESCISION O RESECCION DE NERVIOS CRANEALES O PERIFERICOS SOD §,Cirugía,PDSS 10.0,1
6130.77.6.1.01,ESCISION TUMOR BENIGNO DE CLAVICULA,Cirugía,PDSS 10.0,1
6131.77.6.1.04,ESCISION TUMOR BENIGNO DE ESCAPULA,Cirugía,PDSS 10.0,1
6132.77.6.4.01,ESCISION TUMOR BENIGNO EN CARPIANOS O METACARPIANOS,Cirugía,PDSS 10.0,1
6133.77.6.5.01,ESCISION TUMOR BENIGNO EN FEMUR +,Cirugía,PDSS 10.0,1
6135.77.6.2.01,ESCISION TUMOR BENIGNO EN HUMERO +,Cirugía,PDSS 10.0,1
6137.77.6.3.01,ESCISION TUMOR BENIGNO EN RADIO O CUBITO,Cirugía,PDSS 10.0,1
6138.77.6.6.01,ESCISION TUMOR BENIGNO EN ROTULA,Cirugía,PDSS 10.0,1
6139.77.6.7.01,ESCISION TUMOR BENIGNO EN TIBIA O PERONE,Cirugía,PDSS 10.0,1
6162.22.6.4.01,ESFENOIDECTOMIA ENDOSCOPICA TRANSNASAL,Cirugía,PDSS 10.0,1
6164.22.6.4.00,ESFENOIDECTOMIA SOD,Cirugía,PDSS 10.0,1
6189.42.7.4.01,ESOFAGOCARDIO MIOTOMIA ABDOMINAL O TORACICA [HELLER] VIA ABIERTA,Cirugía,PDSS 10.0,1
6222.42.7.2.00,ESOFAGOTOMIA TRANSTORÁCICA CON MIOTOMIA SOD,Cirugía,PDSS 10.0,1
6234.41.5.1.00,ESPLENECTOMIA TOTAL SOD +,Cirugía,PDSS 10.0,1
6239.41.6.1.10,ESPLENORRAFIA POR LAPAROSCOPIA §,Cirugía,PDSS 10.0,1
6240.41.6.1.00,ESPLENORRAFIA SOD,Cirugía,PDSS 10.0,1
6242.02.0.2.01,ESQUIRLECTOMIA CRANEAL A TRAVES DE TREPANACION,Cirugía,PDSS 10.0,1
6248.19.1.1.00,ESTAPEDECTOMIA O ESTAPEDOTOMIA CON COLOCACION DE PROTESIS SOD,Cirugía,PDSS 10.0,1
6272.95.0.5.05,ESTUDIO DE CAMPO VISUAL CENTRAL O PERIFERICO COMPUTARIZADO,Cirugía,PDSS 10.0,1
6303.89.8.1.03,ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN BIOPSIA ,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
6335.37.2.5.02,ESTUDIO ELECTROFISIOLOGICO CARDIACO PERCUTANEO [EPICARDICO] §,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
6336.37.2.5.01,ESTUDIO ELECTROFISIOLOGICO CARDIACO TRANS ESOFAGICO +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
6357.22.6.3.03,ETMOIDECTOMIA ANTERIOR TRANSNASAL,Cirugía,PDSS 10.0,1
6358.22.6.3.05,ETMOIDECTOMIA ANTERIOR Y POSTERIOR VIA ENDOSCOPICA TRANSNASAL +,Cirugía,PDSS 10.0,1
6359.22.6.3.04,"ETMOIDECTOMIA ANTERIOR, VIA ENDOSCOPICA TRANSNASAL +",Cirugía,PDSS 10.0,1
6360.22.6.3.02,ETMOIDECTOMIA EXTERNA,Cirugía,PDSS 10.0,1
6372.93.0.4.00,EVALUACION DE FUNCION OSTEOMUSCULAR SOD +,Rehabilitación,PDSS 10.0,1
6387.93.0.2.00,EVALUACION ORTÉSICA SOD,Rehabilitación,PDSS 10.0,1
6391.93.0.3.00,EVALUACION PROTESICA EN EXTREMIDADES SOD,Rehabilitación,PDSS 10.0,1
6427.23.1.3.00,EXODONCIA DE DIENTE INCLUIDO SOD +,Servicios Odontológicos,PDSS 10.0,1
6430.23.0.1.00,EXODONCIA DE DIENTES PERMANENTES SOD §,Servicios Odontológicos,PDSS 10.0,1
6432.23.0.2.00,EXODONCIA DE DIENTES TEMPORALES SOD §,Servicios Odontológicos,PDSS 10.0,1
6433.23.1.3.02,EXODONCIA DE INCLUIDO EN POSICION ECTOPICA CON ABORDAJE EXTRAORAL +,Servicios Odontológicos,PDSS 10.0,1
6434.23.1.3.01,EXODONCIA DE INCLUIDO EN POSICION ECTOPICA CON ABORDAJE INTRAORAL +,Servicios Odontológicos,PDSS 10.0,1
6437.23.1.2.00,EXODONCIA QUIRURGICA MULTIRRADICULAR SOD,Servicios Odontológicos,PDSS 10.0,1
6439.23.1.1.00,EXODONCIA QUIRURGICA UNIRRADICULAR SOD,Servicios Odontológicos,PDSS 10.0,1
6442.23.1.4.00,"EXODONCIAS MULTIPLES CON ALVEOLOPLASTIA, POR CUADRANTE SOD",Servicios Odontológicos,PDSS 10.0,1
6465.06.0.9.03,EXPLORACION DE CUELLO O AREA TIROIDEA POR INCISION,Cirugía,PDSS 10.0,1
6476.82.0.1.01,EXPLORACION DE VAINA DE TENDON DE MANO,Cirugía,PDSS 10.0,1
6514.03.0.2.02,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR HEMILAMINECTOMIA,Cirugía,PDSS 10.0,1
6515.03.0.2.01,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR LAMINECTOMIA,Cirugía,PDSS 10.0,1
6516.03.0.2.03,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR LAMINOTOMIA,Cirugía,PDSS 10.0,1
6521.34.1.1.00,EXPLORACION Y DRENAJE DE MEDIASTINO SOD §,Cirugía,PDSS 10.0,1
6539.86.3.6.02,EXTRACCION DE COMEDONES (COMEDOLISIS),Cirugía,PDSS 10.0,1
6542.80.0.5.02,EXTRACCION DE CUERPO EXTRAÑO INTRAARTICULAR EN CADERA POR ARTROTOMIA,Cirugía,PDSS 10.0,1
6550.34.3.4.01,EXTRACCION DE CUERPO EXTRAÑO DE MEDIASTINO POR TORACOTOMIA CON O SIN RESECCION DE COSTILLA,Cirugía,PDSS 10.0,1
6554.16.1.1.00,EXTRACCION DE CUERPO EXTRAÑO DE ORBITA SOD,Cirugía,PDSS 10.0,1
6558.09.4.1.00,EXTRACCION DE CUERPO EXTRAÑO DE SACO LAGRIMAL SOD,Cirugía,PDSS 10.0,1
